Date,Price,MSCI Previous Week Price,Previous Week % MSCI Change,% MSCI Change
2019-03-25,2087.06,2074.66,-0.82,0.6
2019-03-26,2102.62,2083.38,-0.4,0.92
2019-03-27,2094.02,2095.67,0.17,-0.08
2019-03-28,2095.18,2096.32,0.5,-0.05
2019-03-29,2107.74,2108.78,0.59,-0.05
2019-04-01,2131.79,2117.99,1.32,0.65
2019-04-02,2131.71,2121.47,1.63,0.48
2019-04-03,2143.02,2112.05,1.6,1.47
2019-04-04,2142.75,2127.93,3.23,0.7
2019-04-05,2149.85,2094.81,2.13,2.63
2019-04-08,2152.89,2087.06,0.6,3.15
2019-04-09,2143.2,2102.62,0.92,1.93
2019-04-10,2147.99,2094.02,-0.08,2.58
2019-04-11,2147.61,2095.18,-0.05,2.5
2019-04-12,2159.39,2107.74,-0.05,2.45
2019-04-15,2161.14,2131.79,0.65,1.38
2019-04-16,2163.08,2131.71,0.48,1.47
2019-04-17,2160.94,2143.02,1.47,0.84
2019-04-18,2160.21,2142.75,0.7,0.81
2019-04-23,2174.39,2149.85,2.63,1.14
2019-04-24,2168.81,2152.89,3.15,0.74
2019-04-25,2165.36,2143.2,1.93,1.03
2019-04-26,2173.82,2147.99,2.58,1.2
2019-04-29,2175.59,2147.61,2.5,1.3
2019-04-30,2178.67,2159.39,2.45,0.89
2019-05-01,2170.03,2161.14,1.38,0.41
2019-05-02,2161.11,2163.08,1.47,-0.09
2019-05-03,2177.77,2160.94,0.84,0.78
2019-05-07,2135.49,2160.21,0.81,-1.14
2019-05-08,2131.9,2174.39,1.14,-1.95
2019-05-09,2119.31,2168.81,0.74,-2.28
2019-05-10,2126.32,2165.36,1.03,-1.8
2019-05-13,2086.46,2173.82,1.2,-4.02
2019-05-14,2098.76,2175.59,1.3,-3.53
2019-05-15,2110.4,2178.67,0.89,-3.13
2019-05-16,2126.06,2170.03,0.41,-2.03
2019-05-17,2116.5,2161.11,-0.09,-2.06
2019-05-20,2104.64,2177.77,0.78,-3.36
2019-05-21,2117.66,2135.49,-1.14,-0.83
2019-05-22,2111.78,2131.9,-1.95,-0.94
2019-05-23,2087.46,2119.31,-2.28,-1.5
2019-05-24,2095.03,2126.32,-1.8,-1.47
2019-05-28,2084.57,2086.46,-4.02,-0.09
2019-05-29,2064.8,2098.76,-3.53,-1.62
2019-05-30,2066.48,2110.4,-3.13,-2.08
2019-05-31,2046.25,2126.06,-2.03,-3.75
2019-06-03,2045.06,2116.5,-2.06,-3.38
2019-06-04,2077.66,2104.64,-3.36,-1.28
2019-06-05,2095.83,2117.66,-0.83,-1.03
2019-06-06,2104.18,2111.78,-0.94,-0.36
2019-06-07,2126.88,2087.46,-1.5,1.89
2019-06-10,2135.51,2095.03,-1.47,1.93
2019-06-11,2139.74,2084.57,-0.09,2.65
2019-06-12,2134.42,2064.8,-1.62,3.37
2019-06-13,2136.96,2066.48,-2.08,3.41
2019-06-14,2130.95,2046.25,-3.75,4.14
2019-06-17,2130.86,2045.06,-3.38,4.2
2019-06-18,2150.91,2077.66,-1.28,3.53
2019-06-19,2161.6,2095.83,-1.03,3.14
2019-06-20,2183.36,2104.18,-0.36,3.76
2019-06-21,2178.16,2126.88,1.89,2.41
2019-06-24,2178.17,2135.51,1.93,2.0
2019-06-25,2163.73,2139.74,2.65,1.12
2019-06-26,2158.41,2134.42,3.37,1.12
2019-06-27,2166.48,2136.96,3.41,1.38
2019-06-28,2178.35,2130.95,4.14,2.22
2019-07-01,2192.24,2130.86,4.2,2.88
2019-07-02,2198.55,2150.91,3.53,2.21
2019-07-03,2213.35,2161.6,3.14,2.39
2019-07-04,2215.17,2183.36,3.76,1.46
2019-07-05,2205.57,2178.16,2.41,1.26
2019-07-08,2194.62,2178.17,2.0,0.76
2019-07-09,2193.65,2163.73,1.12,1.38
2019-07-10,2201.14,2158.41,1.12,1.98
2019-07-11,2205.35,2166.48,1.38,1.79
2019-07-12,2212.65,2178.35,2.22,1.57
2019-07-15,2214.34,2192.24,2.88,1.01
2019-07-16,2208.09,2198.55,2.21,0.43
2019-07-17,2197.94,2213.35,2.39,-0.7
2019-07-18,2198.4,2215.17,1.46,-0.76
2019-07-19,2194.61,2205.57,1.26,-0.5
2019-07-22,2197.67,2194.62,0.76,0.14
2019-07-23,2209.59,2193.65,1.38,0.73
2019-07-24,2217.75,2201.14,1.98,0.75
2019-07-25,2206.92,2205.35,1.79,0.07
2019-07-26,2215.71,2212.65,1.57,0.14
2019-07-29,2212.5,2214.34,1.01,-0.08
2019-07-30,2203.4,2208.09,0.43,-0.21
2019-07-31,2187.56,2197.94,-0.7,-0.47
2019-08-01,2173.18,2198.4,-0.76,-1.15
2019-08-02,2149.99,2194.61,-0.5,-2.03
2019-08-05,2097.32,2197.67,0.14,-4.57
2019-08-06,2109.2,2209.59,0.73,-4.54
2019-08-07,2114.05,2217.75,0.75,-4.68
2019-08-08,2146.91,2206.92,0.07,-2.72
2019-08-09,2135.34,2215.71,0.14,-3.63
2019-08-12,2117.73,2212.5,-0.08,-4.28
2019-08-13,2134.54,2203.4,-0.21,-3.13
2019-08-14,2086.26,2187.56,-0.47,-4.63
2019-08-15,2082.84,2173.18,-1.15,-4.16
2019-08-16,2108.5,2149.99,-2.03,-1.93
2019-08-19,2131.81,2097.32,-4.57,1.64
2019-08-20,2119.57,2109.2,-4.54,0.49
2019-08-21,2135.52,2114.05,-4.68,1.02
2019-08-22,2131.68,2146.91,-2.72,-0.71
2019-08-23,2094.63,2135.34,-3.63,-1.91
2019-08-27,2104.85,2117.73,-4.28,-0.61
2019-08-28,2111.92,2134.54,-3.13,-1.06
2019-08-29,2133.08,2086.26,-4.63,2.24
2019-08-30,2138.52,2082.84,-4.16,2.67
2019-09-02,2136.58,2108.5,-1.93,1.33
2019-09-03,2126.92,2131.81,1.64,-0.23
2019-09-04,2149.8,2119.57,0.49,1.43
2019-09-05,2174.27,2135.52,1.02,1.81
2019-09-06,2178.9,2131.68,-0.71,2.22
2019-09-09,2178.41,2094.63,-1.91,4.0
2019-09-10,2179.43,2104.85,-0.61,3.54
2019-09-11,2194.42,2111.92,-1.06,3.91
2019-09-12,2201.81,2133.08,2.24,3.22
2019-09-13,2205.81,2138.52,2.67,3.15
2019-09-16,2195.88,2136.58,1.33,2.78
2019-09-17,2201.77,2126.92,-0.23,3.52
2019-09-18,2201.02,2149.8,1.43,2.38
2019-09-19,2204.67,2174.27,1.81,1.4
2019-09-20,2197.55,2178.9,2.22,0.86
2019-09-23,2193.74,2178.41,4.0,0.7
2019-09-24,2182.07,2179.43,3.54,0.12
2019-09-25,2184.56,2194.42,3.91,-0.45
2019-09-26,2183.46,2201.81,3.22,-0.83
2019-09-27,2175.54,2205.81,3.15,-1.37
2019-09-30,2180.02,2195.88,2.78,-0.72
2019-10-01,2158.47,2201.77,3.52,-1.97
2019-10-02,2121.47,2201.02,2.38,-3.61
2019-10-03,2131.36,2204.67,1.4,-3.33
2019-10-04,2153.83,2197.55,0.86,-1.99
2019-10-07,2151.82,2193.74,0.7,-1.91
2019-10-08,2124.15,2182.07,0.12,-2.65
2019-10-09,2137.62,2184.56,-0.45,-2.15
2019-10-10,2150.16,2183.46,-0.83,-1.53
2019-10-11,2179.33,2175.54,-1.37,0.17
2019-10-14,2175.28,2180.02,-0.72,-0.22
2019-10-15,2196.61,2158.47,-1.97,1.77
2019-10-16,2195.35,2121.47,-3.61,3.48
2019-10-17,2201.92,2131.36,-3.33,3.31
2019-10-18,2195.28,2153.83,-1.99,1.92
2019-10-21,2209.34,2151.82,-1.91,2.67
2019-10-22,2204.29,2124.15,-2.65,3.77
2019-10-23,2208.28,2137.62,-2.15,3.31
2019-10-24,2215.64,2150.16,-1.53,3.05
2019-10-25,2222.75,2179.33,0.17,1.99
2019-10-28,2231.4,2175.28,-0.22,2.58
2019-10-29,2232.45,2196.61,1.77,1.63
2019-10-30,2237.31,2195.35,3.48,1.91
2019-10-31,2233.53,2201.92,3.31,1.44
2019-11-01,2252.07,2195.28,1.92,2.59
2019-11-04,2261.45,2209.34,2.67,2.36
2019-11-05,2259.26,2204.29,3.77,2.49
2019-11-06,2261.37,2208.28,3.31,2.4
2019-11-07,2266.69,2215.64,3.05,2.3
2019-11-08,2268.83,2222.75,1.99,2.07
2019-11-11,2266.36,2231.4,2.58,1.57
2019-11-12,2270.01,2232.45,1.63,1.68
2019-11-13,2268.33,2237.31,1.91,1.39
2019-11-14,2265.29,2233.53,1.44,1.42
2019-11-15,2282.8,2252.07,2.59,1.36
2019-11-18,2285.76,2261.45,2.36,1.07
2019-11-19,2284.85,2259.26,2.49,1.13
2019-11-20,2274.92,2261.37,2.4,0.6
2019-11-21,2270.36,2266.69,2.3,0.16
2019-11-22,2273.89,2268.83,2.07,0.22
2019-11-25,2290.65,2266.36,1.57,1.07
2019-11-26,2294.78,2270.01,1.68,1.09
2019-11-27,2302.67,2268.33,1.39,1.51
2019-11-28,2301.79,2265.29,1.42,1.61
2019-11-29,2292.26,2282.8,1.36,0.41
2019-12-02,2276.4,2285.76,1.07,-0.41
2019-12-03,2263.1,2284.85,1.13,-0.95
2019-12-04,2275.47,2274.92,0.6,0.02
2019-12-05,2278.63,2270.36,0.16,0.36
2019-12-06,2296.39,2273.89,0.22,0.99
2019-12-09,2292.58,2290.65,1.07,0.08
2019-12-10,2289.67,2294.78,1.09,-0.22
2019-12-11,2295.02,2302.67,1.51,-0.33
2019-12-12,2309.36,2301.79,1.61,0.33
2019-12-13,2319.73,2292.26,0.41,1.2
2019-12-16,2337.45,2276.4,-0.41,2.68
2019-12-17,2336.62,2263.1,-0.95,3.25
2019-12-18,2333.28,2275.47,0.02,2.54
2019-12-19,2340.65,2278.63,0.36,2.72
2019-12-20,2349.87,2296.39,0.99,2.33
2019-12-23,2350.75,2292.58,0.08,2.54
2019-12-24,2351.84,2289.67,-0.22,2.72
2019-12-27,2364.9,2295.02,-0.33,3.04
2019-12-30,2353.25,2309.36,0.33,1.9
2019-12-31,2358.47,2319.73,1.2,1.67
2020-01-02,2375.94,2337.45,2.68,1.65
2020-01-03,2363.12,2336.62,3.25,1.13
2020-01-06,2364.49,2333.28,2.54,1.34
2020-01-07,2362.43,2340.65,2.72,0.93
2020-01-08,2366.93,2349.87,2.33,0.73
2020-01-09,2379.85,2350.75,2.54,1.24
2020-01-10,2377.62,2351.84,2.72,1.1
2020-01-13,2388.25,2364.9,3.04,0.99
2020-01-14,2388.5,2353.25,1.9,1.5
2020-01-15,2392.06,2358.47,1.67,1.42
2020-01-16,2406.17,2375.94,1.65,1.27
2020-01-17,2415.51,2363.12,1.13,2.22
2020-01-20,2415.03,2364.49,1.34,2.14
2020-01-21,2409.29,2362.43,0.93,1.98
2020-01-22,2410.23,2366.93,0.73,1.83
2020-01-23,2406.14,2379.85,1.24,1.1
2020-01-24,2395.31,2377.62,1.1,0.74
2020-01-27,2356.09,2388.25,0.99,-1.35
2020-01-28,2372.52,2388.5,1.5,-0.67
2020-01-29,2373.52,2392.06,1.42,-0.78
2020-01-30,2372.01,2406.17,1.27,-1.42
2020-01-31,2342.41,2415.51,2.22,-3.03
2020-02-03,2351.45,2415.03,2.14,-2.63
2020-02-04,2383.3,2409.29,1.98,-1.08
2020-02-05,2404.96,2410.23,1.83,-0.22
2020-02-06,2416.48,2406.14,1.1,0.43
2020-02-07,2404.75,2395.31,0.74,0.39
2020-02-10,2413.1,2356.09,-1.35,2.42
2020-02-11,2421.26,2372.52,-0.67,2.05
2020-02-12,2434.95,2373.52,-0.78,2.59
2020-02-13,2429.89,2372.01,-1.42,2.44
2020-02-14,2431.37,2342.41,-3.03,3.8
2020-02-17,2430.69,2351.45,-2.63,3.37
2020-02-18,2421.47,2383.3,-1.08,1.6
2020-02-19,2431.22,2404.96,-0.22,1.09
2020-02-20,2420.21,2416.48,0.43,0.15
2020-02-21,2402.8,2404.75,0.39,-0.08
2020-02-24,2330.75,2413.1,2.42,-3.41
2020-02-25,2269.42,2421.26,2.05,-6.27
2020-02-26,2258.62,2434.95,2.59,-7.24
2020-02-27,2177.25,2429.89,2.44,-10.4
2020-02-28,2141.12,2431.37,3.8,-11.94
2020-03-02,2212.38,2430.69,3.37,-8.98
2020-03-03,2179.48,2421.47,1.6,-9.99
2020-03-04,2243.09,2431.22,1.09,-7.74
2020-03-05,2192.35,2420.21,0.15,-9.41
2020-03-06,2149.29,2402.8,-0.08,-10.55
2020-03-09,1995.22,2330.75,-3.41,-14.4
2020-03-10,2051.96,2269.42,-6.27,-9.58
2020-03-11,1972.04,2258.62,-7.24,-12.69
2020-03-12,1776.52,2177.25,-10.4,-18.41
2020-03-13,1881.64,2141.12,-11.94,-12.12
2020-03-16,1702.79,2212.38,-8.98,-23.03
2020-03-17,1772.93,2179.48,-9.99,-18.65
2020-03-18,1682.25,2243.09,-7.74,-25.0
