date,Price,Open,High,Low,Vol.,Change %
09/06/2021,7081.01,7095.09,7095.72,7046.02,575.13M,-0.20%
08/06/2021,7095.09,7077.22,7120.73,7074.94,549.99M,0.25%
07/06/2021,7077.22,7069.04,7098.31,7042.19,963.10M,0.12%
04/06/2021,7069.04,7064.35,7071.81,7039.74,425.22M,0.07%
03/06/2021,7064.35,7108.00,7108.04,7013.85,617.18M,-0.61%
02/06/2021,7108.00,7080.46,7122.54,7074.06,570.34M,0.39%
01/06/2021,7080.46,7022.61,7118.03,7022.61,726.70M,0.82%
28/05/2021,7022.61,7019.67,7054.91,7019.58,786.61M,0.04%
27/05/2021,7019.67,7026.93,7044.01,7008.53,1.42B,-0.10%
26/05/2021,7026.93,7029.79,7050.88,6998.19,619.32M,-0.04%
25/05/2021,7029.79,7051.59,7067.60,7029.79,619.37M,-0.31%
24/05/2021,7051.59,7018.05,7054.63,7013.51,422.93M,0.48%
21/05/2021,7018.05,7019.79,7028.17,6973.31,803.61M,-0.02%
20/05/2021,7019.79,6950.20,7019.79,6926.85,626.00M,1.00%
19/05/2021,6950.20,7034.24,7034.24,6897.06,729.25M,-1.19%
18/05/2021,7034.24,7032.85,7102.57,7030.37,736.33M,0.02%
17/05/2021,7032.85,7043.61,7066.76,6989.11,582.73M,-0.15%
14/05/2021,7043.61,6963.33,7048.67,6963.33,845.95M,1.15%
13/05/2021,6963.33,7004.63,7004.63,6823.60,660.81M,-0.59%
12/05/2021,7004.63,6947.99,7028.10,6945.33,743.55M,0.82%
11/05/2021,6947.99,7123.68,7123.68,6912.36,931.23M,-2.47%
10/05/2021,7123.68,7129.71,7164.18,7104.40,742.07M,-0.08%
07/05/2021,7129.71,7076.17,7143.46,7076.17,624.30M,0.76%
06/05/2021,7076.17,7039.30,7076.17,7026.75,764.40M,0.52%
05/05/2021,7039.30,6923.17,7047.75,6923.17,734.98M,1.68%
04/05/2021,6923.17,6969.81,7034.26,6912.28,911.98M,-0.67%
30/04/2021,6969.81,6961.48,7009.47,6946.04,831.63M,0.12%
29/04/2021,6961.48,6963.67,7019.76,6953.87,657.93M,-0.03%
28/04/2021,6963.67,6944.97,6986.70,6944.06,990.23M,0.27%
27/04/2021,6944.97,6963.12,6975.07,6929.77,657.41M,-0.26%
26/04/2021,6963.12,6938.56,6971.52,6913.39,511.63M,0.35%
23/04/2021,6938.56,6938.24,6938.56,6891.75,535.29M,0.00%
22/04/2021,6938.24,6895.29,6941.11,6889.32,647.00M,0.62%
21/04/2021,6895.29,6859.87,6914.88,6859.61,659.74M,0.52%
20/04/2021,6859.87,7000.08,7001.27,6857.07,825.25M,-2.00%
19/04/2021,7000.08,7019.53,7040.26,6979.23,529.71M,-0.28%
16/04/2021,7019.53,6983.50,7037.65,6983.50,742.51M,0.52%
15/04/2021,6983.50,6939.58,6994.90,6939.26,651.28M,0.63%
14/04/2021,6939.58,6890.49,6942.33,6880.67,596.77M,0.71%
13/04/2021,6890.49,6889.12,6895.13,6859.72,572.41M,0.02%
12/04/2021,6889.12,6915.75,6916.08,6853.75,639.36M,-0.39%
09/04/2021,6915.75,6942.22,6949.56,6906.37,615.05M,-0.38%
08/04/2021,6942.22,6885.32,6942.22,6884.79,788.61M,0.83%
07/04/2021,6885.32,6823.55,6898.38,6823.55,708.27M,0.91%
06/04/2021,6823.55,6737.30,6843.73,6737.30,773.87M,1.28%
01/04/2021,6737.30,6713.63,6766.52,6713.63,592.33M,0.35%
31/03/2021,6713.63,6772.12,6775.67,6713.63,854.82M,-0.86%
30/03/2021,6772.12,6736.17,6792.23,6729.46,664.39M,0.53%
29/03/2021,6736.17,6740.59,6758.78,6705.42,624.49M,-0.07%
26/03/2021,6740.59,6674.83,6742.14,6674.83,742.30M,0.99%
25/03/2021,6674.83,6712.89,6729.92,6618.61,768.54M,-0.57%
24/03/2021,6712.89,6699.19,6722.61,6649.37,928.13M,0.20%
23/03/2021,6699.19,6726.10,6726.10,6664.76,860.30M,-0.40%
22/03/2021,6726.10,6708.71,6732.67,6650.96,752.39M,0.26%
19/03/2021,6708.71,6779.68,6779.68,6664.56,1.82B,-1.05%
18/03/2021,6779.68,6762.67,6791.76,6740.53,825.20M,0.25%
17/03/2021,6762.67,6803.61,6805.73,6753.82,834.82M,-0.60%
16/03/2021,6803.61,6749.70,6812.78,6749.64,849.48M,0.80%
15/03/2021,6749.70,6761.47,6804.91,6723.67,670.77M,-0.17%
12/03/2021,6761.47,6736.96,6766.44,6709.00,706.13M,0.36%
11/03/2021,6736.96,6725.60,6755.32,6699.34,714.71M,0.17%
10/03/2021,6725.60,6730.34,6740.77,6677.02,725.80M,-0.07%
09/03/2021,6730.34,6719.13,6786.80,6689.90,952.95M,0.17%
08/03/2021,6719.13,6630.52,6726.40,6612.74,972.76M,1.34%
05/03/2021,6630.52,6650.88,6710.80,6560.79,1.03B,-0.31%
04/03/2021,6650.88,6675.47,6675.47,6581.19,938.81M,-0.37%
03/03/2021,6675.47,6613.75,6705.30,6613.75,937.33M,0.93%
02/03/2021,6613.75,6588.53,6660.82,6560.91,682.61M,0.38%
